rep,n,cvd_rank,cvd_importance,pval_cvd,reject,error
46,2000,8.0,0.024585365853658538,1.5257853718897454e-05,1,
46,5000,1.0,0.5068712366531707,1.643127910594452e-05,1,
79,200,15.0,0.0,0.0017670450285739018,1,
79,500,15.0,0.0,0.2118654087855376,0,
79,1000,15.0,0.0,0.058846232859221234,0,
79,2000,16.0,0.0,0.017812657862970274,1,
79,5000,1.0,0.6220400731977118,2.1580123062256626e-11,1,
87,200,15.0,0.0,0.13229509951478796,0,
87,500,15.0,0.0,0.021040836650956928,1,
87,1000,15.0,0.0,0.018306535740244385,1,
87,2000,8.0,0.017209756097560976,1.9882770822336504e-06,1,
87,5000,1.0,0.5148698961694911,2.0903594498956112e-07,1,
39,200,15.0,0.0,0.35087904419832805,0,
39,500,15.0,0.0,0.06783699786255576,0,
39,1000,15.0,0.0,0.0010273961136086603,1,
39,2000,8.0,0.010536585365853657,3.884291059218136e-06,1,
39,5000,1.0,0.5487300991691236,7.377024971874385e-08,1,
41,200,15.0,0.0,0.12224402579103007,0,
41,500,15.0,0.0,0.029901923881663427,1,
41,1000,15.0,0.0,0.023632751326002475,1,
41,2000,7.0,0.01861463414634146,0.1391851046990556,0,
41,5000,1.0,0.5861945081152401,8.388754190874887e-09,1,
45,200,15.0,0.0,0.6520416121075605,0,
45,500,15.0,0.0,0.08734783411358564,0,
45,1000,15.0,0.0,0.012253219948182282,1,
45,2000,8.0,0.00913170731707317,0.00187755281030041,1,
45,5000,1.0,0.5553641026970623,6.905175290573254e-08,1,
53,200,15.0,0.0,0.3198708710119422,0,
53,500,15.0,0.0,0.0020998313408347393,1,
53,1000,15.0,0.0,0.0012681798558130714,1,
53,2000,8.0,0.021073170731707315,4.1053547748105084e-07,1,
53,5000,1.0,0.6330629857407362,3.6031321629622868e-12,1,
77,200,15.0,0.0,0.5321033040218841,0,
77,500,15.0,0.0,0.0035064876681254816,1,
77,1000,15.0,0.0,0.09404012368335221,0,
77,2000,8.0,0.00913170731707317,0.001940736925382498,1,
77,5000,1.0,0.6510475632673304,8.724177396453621e-13,1,
96,200,15.0,0.0,0.5990601770732281,0,
96,500,15.0,0.0,0.09070781152661724,0,
96,1000,15.0,0.0,0.013008068224491184,1,
96,2000,8.0,0.005268292682926829,7.825263588724069e-05,1,
96,5000,1.0,0.5918298208675047,4.6475521917326923e-10,1,
